4871.archive|DLT206 + mss
5138.archive|mss
5211.archive|mss
5243.comment|Production Continuation 
5311.size|257 Mb
5312.trigger|Standard Data
5376.date|898596240
5435.energy|4 GeV
5438.size|49 Mb
5456.filename|r5456.evt
5485.size|263 Mb
6319.date|932177280
6358.comment|first beam in a day
6563.filename|r6563.evt
6620.comment|40nA
6661.date|933133140
6691.size|27.1 Mb
6692.trigger|Standard Data
6724.archive|mss
6754.comment|20 nA
6791.archive|mss
7154.date|958808580
7226.energy|5.65 GeV
7348.filename|r7348.evt
7392.energy|5.65 GeV
7465.filename|r7465.evt
7490.size|638.5 Mb
7493.trigger|Standard Data
7503.energy|5.65 GeV
7576.energy|no beam
7578.trigger|Standard Data
7591.filename|r7591.evt
7615.trigger|Standard Data
7616.size|424.4 Mb
7634.filename|r7634.evt
7648.date|959419140
7660.trigger|Standard Data
7663.size|421.2 Mb
7680.energy|5.65 GeV
7780.filename|r7780.evt
7818.filename|r7818.evt
7915.comment|cosmics....
7950.archive|mss + hpss
8090.archive|mss
8102.energy|5.65 GeV
8204.size|1080.6 Mb
8207.trigger|Standard Data
8209.energy|5.65 GeV
8296.energy|5.65 GeV
8309.comment|
8353.date|961802580
8392.comment|
8406.comment|
8436.archive|mss + hpss
8443.archive|mss + hpss
8622.filename|r8622.evt
8657.filename|r8657.evt
8674.energy|5.65 GeV
8679.size|1071.2 Mb
4824.size|130.0 Mb
4827.trigger|Standard Data
4829.energy|4 GeV
7935.uconn.pvfs0.size|750695760
7940.uconn.pvfs0.size|0
7951.hpss.filename|r7951.evt
8091.hpss.filename|r8091.evt
8175.hpss.date|971310240
8257.hpss.size|890372096
8437.hpss.filename|r8437.evt
8442.hpss.filename|r8442.evt
8505.uconn.pvfs1.date|971411580
7849.uconn.pvfs0.size|820510720
7774.jlab.jcache.size|501604352
7855.jlab.jcache.filename|r7855.evt
7994.jlab.jcache.filename|r7994.evt
8704.jlab.jcache.filename|r8704.evt
8374.jlab.scratch.date|969048840
8080.uconn.pvfs0.size|252829696
8189.uconn.pvfs0.size|804417536
8228.uconn.pvfs0.filename|r8228
8036.jlab.jcache.size|130678784
8054.jlab.jcache.filename|r8054.evt
8128.jlab.jcache.filename|r8128.evt
8539.uconn.pvfs1.filename|r8539
8699.uconn.pvfs1.date|972606420
8570.uconn.pvfs1.date|972610500
8456.uconn.pvfs1.filename|r8456
8714.uconn.pvfs1.date|972666360
7648.epics.tagger voltage|105.80
7657.epics.A slit position|8.00
7695.epics.bpm_2_y|0.207
7696.epics.Halo R upstream|3417
7704.epics.bpm_1_y|0.000
7722.epics.beam energy|5653
7728.epics.B slit position|17.00
7774.epics.bpm_1_x|16.924
7790.epics.thermionic gun|-50.000
7802.epics.bpm_1_x|18.001
7808.epics.thermionic gun|-50.000
7832.epics.Radiator A|0.00
7841.epics.Master OR|22620713
7847.epics.beam energy|5653
7885.epics.Halo L upstream|738
7900.epics.Tagger dump U|1622925
7901.epics.TimeStamp|Fri Jun  2 00
7907.epics.Halo U upstream|10122
7910.epics.Tagger dump R|1348224
7930.epics.C slit position|8.00
7931.epics.B slit position|17.43
7944.epics.B slit position|17.43
7945.epics.C slit position|8.00
7948.epics.Master OR|26714893
7963.epics.bpm_2_i|129.566
7975.epics.bpm_2_x|0.000
8006.epics.Radiator A|0.00
8022.epics.bpm_2_x|0.000
8036.epics.bpm_1_x|0.000
8062.epics.Master OR|15
8064.epics.beam energy|5653
8073.epics.Radiator A|0.00
8084.epics.B slit position|16.52
8085.epics.C slit position|-1.00
8088.epics.Master OR|23506303
8110.epics.beam energy|5653
8116.epics.Master OR|152759
8130.epics.Halo L upstream|738
8145.epics.Halo L upstream|726
8172.epics.bpm_1_y|0.530
8178.epics.tagger current|2046.66
8181.epics.Master OR|30125167
7436.time|1360.02991
8187.epics.beam energy|5653
8211.epics.tagger current|2046.66
8220.epics.Radiator C|0.00
8221.epics.Radiator out|0
8222.epics.bpm_1_i|50.133
8231.epics.Halo R upstream|989
8232.epics.bpm_2_y|0.147
8249.epics.bpm_1_x|-1.471
8252.epics.A slit position|-1.00
8284.epics.Halo R upstream|1003
8285.epics.Radiator B|0.00
8287.epics.bpm_2_y|0.112
8293.epics.Helium pressure|0.57
8310.epics.Halo D upstream|11157
8337.epics.Tagger dump L|5179
8348.epics.Radiator B|0.00
8349.epics.Halo R upstream|751
8358.epics.Radiator C|0.00
8359.epics.Radiator out|0
8365.epics.Halo D upstream|11109
8368.epics.TimeStamp|Sat Jun 24 15
8369.epics.Tagger dump U|0
8377.epics.Radiator D|0.00
8397.epics.Tagger dump R|213885
8403.epics.Tagger dump R|190444
8412.epics.beam current|76.229
8456.epics.bpm_2_i|0.000
8463.epics.Radiator D|0.00
8472.epics.Halo U upstream|3340
8474.epics.TimeStamp|Wed Jul 12 20
8475.epics.Tagger dump U|0
8479.epics.Halo D upstream|10228
8492.epics.C slit position|-1.00
8493.epics.B slit position|16.51
8499.epics.beam energy|5653
8539.epics.bpm_2_i|78.100
8547.epics.Radiator A|1.00
8552.epics.B slit position|16.75
8553.epics.C slit position|8.00
8558.epics.beam energy|5653
8578.epics.Halo L upstream|966
8592.epics.Halo L upstream|0
8617.epics.bpm_1_i|79.623
8646.epics.tagger current|2045.00
8661.epics.bpm_2_y|0.153
8662.epics.Halo R upstream|2227
8663.epics.Radiator B|0.00
8681.epics.bpm_1_x|-1.440
8691.epics.Halo L upstream|1978
7953.timecorr|779.261353
8008.timecorr|1158.22009
8093.timecorr|3557.31299
8435.timecorr|2700.34985
8440.timecorr|2716.24365
8549.timecorr|2789.6145
7443.time|1170.10974
7652.time|293.469879
8257.time|4621.4375
5486.trigger|Standard Data
4648.energy|none
4749.trigger|rpd
4822.archive|DLT205 + mss
4858.filename|r4858.evt
4896.comment|production running 
5127.size|23 Mb
5143.comment| 
5317.archive|mss
5324.trigger|Standard Data
5441.date|898751640
5483.archive|mss
5527.filename|r5527.evt
5561.comment| 
5574.size|248 Mb
5618.trigger|Standard Data
5668.size|340 Mb
6242.date|931825320
6463.size|208.2 Mb
6487.comment|90nA
6512.date|932640480
6611.trigger|no DOR no MAM
6748.comment|accident; stopped instantly
7206.comment|
7275.filename|r7275.evt
7316.size|221.1 Mb
7341.filename|r7341.evt
7381.size|5.0 Mb
7388.energy|5.65 GeV
7487.trigger|Standard Data
7496.archive|mss
7508.archive|mss
7525.filename|r7525.evt
7537.date|959317920
7598.filename|r7598.evt
7610.archive|mss
7665.archive|mss
7716.filename|r7716.evt
7723.size|190.8 Mb
7750.comment|
7763.filename|r7763.evt
7789.filename|r7789.evt
7793.date|959684760
7846.size|1044.8 Mb
7894.date|959951280
7933.energy|5.65 GeV
7946.energy|5.65 GeV
8065.size|3.0 Mb
8086.energy|5.65 GeV
8109.archive|mss + hpss
8111.size|107.7 Mb
8118.energy|5.65 GeV
8122.comment|Run at 2nA and with Radiator D
8154.date|960926280
8164.filename|r8164.evt
8186.size|600.4 Mb
8202.archive|mss + hpss
8240.date|961252800
8278.filename|r8278.evt
8316.trigger|Standard Data
8363.trigger|Standard Data
8424.energy|5.65 GeV
8491.energy|5.65 GeV
8550.energy|5.65 GeV
8559.size|1077.5 Mb
8635.date|964516440
8688.date|964862040
7556.comment|pedestal run
5112.filename|r5112.evt
8498.size|128.0 Kb
8584.comment|aborted during start
7822.uconn.pvfs0.filename|r7822
7853.hpss.filename|r7853.evt
7949.uconn.pvfs0.size|751023928
7960.hpss.date|972188700
7978.hpss.size|965607424
7992.hpss.filename|r7992.evt
8193.hpss.filename|r8193.evt
8373.hpss.size|1137573888
8481.hpss.filename|r8481.evt
8566.hpss.filename|r8566.evt
8702.hpss.filename|r8702.evt
7953.uconn.pvfs0.date|971366520
7840.uconn.pvfs0.size|884051968
7788.jlab.jcache.filename|r7788.evt
7999.jlab.jcache.size|964296704
8125.jlab.jcache.size|544079872
8279.jlab.jcache.filename|r8279.evt
8362.jlab.jcache.date|971208600
8709.jlab.jcache.size|1128398848
8008.uconn.pvfs0.date|972507300
8089.uconn.pvfs0.size|160186368
8093.uconn.pvfs0.date|972510960
8180.uconn.pvfs0.size|806445056
8016.uconn.pvfs0.filename|r8016
7524.jlab.jcache.filename|r7524.evt
8059.jlab.jcache.size|3276800
8198.jlab.jcache.size|1179648
8336.uconn.pvfs1.size|657133568
8431.uconn.pvfs1.filename|r8431
8444.uconn.pvfs1.filename|r8444
8584.uconn.pvfs1.date|972613320
7725.uconn.pvfs0.size|332852676
8063.uconn.pvfs0.size|0
8117.uconn.pvfs0.size|0
7674.epics.bpm_2_i|128.727
7705.epics.B slit position|17.00
7722.epics.bpm_2_y|-0.060
7724.epics.beam current|-0.034
7742.epics.bpm_1_x|-15.443
7743.epics.Halo R upstream|3569
7748.epics.TimeStamp|Sun May 28 16
7756.epics.bpm_2_x|-1.054
7784.epics.tagger voltage|105.40
7785.epics.Halo D upstream|43985
7826.epics.tagger current|2046.66
7828.epics.Tagger dump U|1543295
7841.epics.beam current|130.404
7847.epics.bpm_2_y|0.192
7848.epics.beam energy|5653
7852.epics.Halo U upstream|9890
7859.epics.bpm_2_x|-0.602
7866.epics.Halo R upstream|921
7867.epics.bpm_1_x|-1.421
7869.epics.Radiator B|1.00
7880.epics.bpm_1_y|0.604
7883.epics.TimeStamp|Thu Jun  1 10
7885.epics.A slit position|-1.00
7887.epics.Radiator B|1.00
7888.epics.Halo R upstream|937
7889.epics.bpm_1_x|-1.426
7926.epics.Halo U upstream|9664
7932.epics.Halo L upstream|761
7934.epics.beam energy|5653
7941.epics.beam energy|5653
7947.epics.Halo L upstream|748
7965.epics.Master OR|23
7948.epics.beam current|130.218
7964.epics.Tagger dump L|63992
7974.epics.bpm_1_i|129.634
7980.epics.bpm_1_x|-1.268
7981.epics.Halo R upstream|893
7989.epics.bpm_1_y|0.591
7993.epics.Halo U upstream|10159
7998.epics.bpm_2_x|-0.596
8012.epics.tagger current|2046.66
8018.epics.Master OR|28
8019.epics.Tagger dump L|0
8023.epics.bpm_1_i|0.000
8041.epics.Halo R upstream|0
8049.epics.bpm_1_y|0.000
8053.epics.Halo U upstream|7
8058.epics.bpm_2_x|0.000
8062.epics.beam current|0.008
8064.epics.bpm_2_y|0.000
8081.epics.beam energy|5653
8087.epics.Halo L upstream|767
8088.epics.beam current|131.425
8104.epics.Helium pressure|0.56
8110.epics.bpm_2_y|1.122
8116.epics.beam current|4.462
8119.epics.Halo L upstream|724
8124.epics.bpm_2_x|-0.536
8130.epics.A slit position|8.00
8132.epics.Radiator B|1.00
8136.epics.TimeStamp|Mon Jun 12 11
8140.epics.bpm_1_y|0.619
8143.epics.TimeStamp|Tue Jun 13 00
8145.epics.A slit position|-1.00
8147.epics.Radiator B|1.00
8148.epics.Halo R upstream|0
8168.epics.Halo D upstream|5
8170.epics.Radiator out|0
8173.epics.B slit position|16.06
8181.epics.beam current|128.570
8187.epics.bpm_2_y|0.114
8188.epics.beam energy|5653
8192.epics.Halo U upstream|9809
8199.epics.bpm_2_x|-0.547
8213.epics.C slit position|-1.00
8219.epics.Radiator out|0
8239.epics.bpm_2_i|0.000
8255.epics.Tagger dump R|0
8274.epics.Halo D upstream|233
8290.epics.Helium pressure|0.64
8324.epics.Radiator C|0.00
8341.epics.bpm_2_i|76.883
8371.epics.Radiator A|1.00
8413.epics.Radiator D|0.00
8423.epics.beam energy|5653
8450.epics.Master OR|10
8451.epics.Tagger dump L|32
8454.epics.Tagger dump U|0
8465.epics.Radiator A|0.00
8480.epics.Halo U upstream|11274
8496.epics.beam energy|5653
8499.epics.bpm_2_y|0.131
8500.epics.Halo R upstream|1042
8501.epics.bpm_1_x|-1.716
8508.epics.bpm_1_y|0.563
8557.epics.beam energy|5653
8558.epics.bpm_2_y|-0.189
8567.epics.Halo U upstream|8914
8574.epics.bpm_1_x|-1.459
8575.epics.Halo R upstream|0
8578.epics.A slit position|-1.00
8582.epics.bpm_2_x|-0.007
8590.epics.Radiator B|0.00
8592.epics.A slit position|-1.00
8594.epics.TimeStamp|Fri Jul 21 15
8597.epics.bpm_1_y|0.564
8600.epics.TimeStamp|Sat Jul 22 07
8603.epics.bpm_1_y|0.547
8627.epics.Halo D upstream|10538
8644.epics.C slit position|-1.00
8672.epics.Helium pressure|0.59
8691.epics.A slit position|-1.00
8693.epics.Radiator B|0.00
8694.epics.bpm_1_y|0.000
8697.epics.TimeStamp|Sun Jul 30 11
8703.epics.Halo U upstream|24392
8708.epics.bpm_2_x|-0.001
8710.epics.bpm_1_x|0.000
8711.epics.Halo R upstream|2129
8719.epics.bpm_1_y|0.000
7853.timecorr|848.977661
7927.timecorr|170.393143
7992.timecorr|737.418823
8052.timecorr|0.000808389275
8193.timecorr|2367.08789
8481.timecorr|2810.23462
8566.timecorr|2836.37109
8588.timecorr|0.
8702.timecorr|3280.48999
8029.time|468.799988
8375.time|5943.44922
8461.time|2348.96094
8528.time|6249.59277
5250.trigger|Standard Data
4782.date|892374180
4852.energy|4 GeV
4853.size|240 Mb
5068.date|897638640
5083.filename|r5083.evt
5123.trigger|no cpv/upv
5132.date|897866520
5156.trigger|Standard Data
5201.comment|Low Current 
5300.filename|r5300.evt
5454.size|251 Mb
5455.energy|4 GeV
5518.archive|mss
5649.comment| 
5671.archive|mss
6230.energy|5.5 GeV
6231.size|144.9 Mb
6305.filename|r6305.evt
6392.filename|r6392.evt
6467.trigger|Standard Data
6476.date|932448960
6744.archive|mss
6781.comment|more production running
7303.archive|mss
7312.trigger|Standard Data
7365.date|959126880
7385.trigger|Standard Data
7466.energy|5.65 GeV
7467.size|568.0 Mb
7592.energy|5.65 GeV
7593.size|426.2 Mb
7636.size|420.0 Mb
7637.energy|5.65 GeV
7676.filename|r7676.evt
7727.trigger|Standard Data
7736.date|959569500
7768.size|351.1 Mb
7769.energy|5.65 GeV
7782.size|1046.1 Mb
7783.energy|5.65 GeV
7835.date|959778780
7842.trigger|Standard Data
7853.archive|mss + hpss
7927.archive|mss
7962.comment|
7992.archive|mss + hpss
8001.date|960196020
8052.archive|mss
8061.trigger|min bias (cosmics)
8074.date|960592740
8115.trigger|min bias
8182.trigger|UPV out
8193.archive|mss + hpss
8272.energy|5.65 GeV
8273.size|325.1 Mb
8343.filename|r8343.evt
8429.trigger|Standard Data
8449.date|963507900
8457.comment|junk, no data
8481.archive|mss + hpss
8538.comment|some beam interruptions, data OK
8540.date|963902580
8566.archive|mss + hpss
8588.archive|lost
8620.size|1067.5 Mb
8621.energy|5.65 GeV
8654.energy|5.65 GeV
8655.size|1066.5 Mb
8668.filename|r8668.evt
8702.archive|mss + hpss
5118.energy|4 GeV
5119.size|15.6 Mb
7533.uconn.pvfs0.filename|r7533
7739.uconn.pvfs0.size|31275180
7779.uconn.pvfs0.filename|r7779
7797.uconn.pvfs0.filename|r7797
7842.hpss.date|972235860
7885.hpss.size|1107689472
7890.uconn.pvfs0.filename|r7890
7903.uconn.pvfs0.date|971115060
8130.hpss.size|643956736
8145.hpss.size|294379520
8182.hpss.date|967926540
8429.hpss.date|971880660
8578.hpss.size|1124204544
8606.hpss.size|1117913088
8674.uconn.pvfs1.filename|r8674
8691.hpss.size|1117650944
8394.hpss.filename|r8394.evt
8400.hpss.filename|r8400.evt
7955.uconn.pvfs0.size|752488448
8394.jlab.jcache.date|972139200
8400.jlab.jcache.date|972139440
8574.jlab.scratch.date|964111980
8095.uconn.pvfs0.size|884002816
8316.uconn.pvfs1.date|972575820
7677.jlab.jcache.size|438435840
8363.uconn.pvfs1.date|972582060
8546.uconn.pvfs1.size|226484224
8150.uconn.pvfs0.filename|r8150
8244.uconn.pvfs0.filename|r8244
7654.epics.beam energy|5653
7662.epics.C slit position|8.00
7705.epics.beam current|0.034
7706.epics.bpm_1_i|0.072
7713.epics.Halo D upstream|61
7722.epics.bpm_2_x|-0.609
7742.epics.bpm_1_y|-8.129
7747.epics.A slit position|-1.00
7756.epics.bpm_2_y|0.246
7766.epics.Halo D upstream|42967
7785.epics.bpm_2_i|129.512
7837.epics.Radiator out|0
7847.epics.bpm_2_x|-0.598
7858.epics.tagger current|2046.66
7859.epics.bpm_2_y|0.212
7867.epics.bpm_1_y|0.597
7869.epics.Radiator C|0.00
7880.epics.bpm_1_x|-1.422
7887.epics.Radiator C|0.00
7889.epics.bpm_1_y|0.592
7905.epics.Halo U upstream|10189
7910.epics.Radiator D|0.00
7928.epics.Tagger dump U|1588173
7958.epics.Radiator out|0
7965.epics.TimeStamp|Sat Jun  3 22
7980.epics.bpm_1_y|0.574
7985.epics.A slit position|-1.00
7989.epics.bpm_1_x|-1.451
7998.epics.bpm_2_y|0.208
7999.epics.tagger current|2046.66
8003.epics.Radiator out|0
8018.epics.TimeStamp|Tue Jun  6 13
8028.epics.B slit position|8.00
8045.epics.A slit position|-1.00
8049.epics.bpm_1_x|0.000
8058.epics.bpm_2_y|0.000
8059.epics.tagger current|2046.66
8064.epics.bpm_2_x|0.000
8076.epics.Radiator out|0
8098.epics.Radiator out|0
8110.epics.bpm_2_x|-0.441
8124.epics.bpm_2_y|0.134
8125.epics.tagger current|2046.66
8132.epics.Radiator C|0.00
8139.epics.A slit position|8.00
8140.epics.bpm_1_x|-1.431
8147.epics.Radiator C|0.00
8161.epics.Halo D upstream|7
8168.epics.bpm_2_i|0.000
8170.epics.bpm_1_i|129.396
8173.epics.beam current|129.345
8187.epics.bpm_2_x|-0.558
8198.epics.tagger current|2046.66
8199.epics.bpm_2_y|0.175
8205.epics.C slit position|-1.00
8205.epics.Tagger dump L|20408
8219.epics.bpm_1_i|0.000
8224.epics.Radiator A|1.00
8251.epics.beam energy|5653
8274.epics.bpm_2_i|1.749
8280.epics.Master OR|28576125
8283.epics.Tagger dump R|305792
8303.epics.Halo R upstream|0
8319.epics.Halo U upstream|9805
8324.epics.Radiator B|0.00
8329.epics.beam energy|5653
8336.epics.Helium pressure|0.62
8338.epics.Halo L upstream|554
8374.epics.B slit position|16.50
8397.epics.Radiator D|0.00
8398.epics.Halo R upstream|771
8403.epics.Radiator D|0.00
8411.epics.Halo L upstream|850
8450.epics.TimeStamp|Thu Jul  6 09
8460.epics.B slit position|16.60
8470.epics.Halo U upstream|4
8499.epics.bpm_2_x|0.003
8501.epics.bpm_1_y|0.526
8504.epics.A slit position|-1.00
8508.epics.bpm_1_x|-1.490
8529.epics.B slit position|16.78
8542.epics.Radiator out|0
8558.epics.bpm_2_x|-0.541
8569.epics.Tagger dump U|0
8571.epics.A slit position|-1.00
8574.epics.bpm_1_y|0.553
8582.epics.bpm_2_y|0.141
8583.epics.tagger current|2045.00
8587.epics.Tagger dump U|0
8590.epics.Radiator C|0.00
8597.epics.bpm_1_x|-1.470
8603.epics.bpm_1_x|-1.466
8627.epics.bpm_2_i|77.104
8665.epics.Tagger dump R|22384
8666.epics.Master OR|1419337
8678.epics.C slit position|-1.00
8678.epics.Tagger dump L|557
8693.epics.Radiator C|0.00
8694.epics.bpm_1_x|0.000
8698.epics.A slit position|-1.00
8708.epics.bpm_2_y|0.151
8709.epics.tagger current|2045.00
8710.epics.bpm_1_y|0.000
8715.epics.A slit position|8.00
8719.epics.bpm_1_x|0.000
7511.timecorr|752.433594
7609.timecorr|41.8813438
7700.timecorr|680.074219
8176.timecorr|1255.67566
8648.timecorr|3224.29053
7526.time|1539.02014
7715.time|1623.61914
7760.time|131.649979
7812.time|3033.75659
8167.time|10824.2979
8628.time|19216.0586
5570.trigger|Standard Data
4805.size|149 Mb
4820.archive|DLT202
4839.trigger|MAM.ge.0x15
4888.energy|4 GeV
5173.energy|none
5253.filename|r5253.evt
5315.archive|mss
5327.filename|r5327.evt
5378.size|254 Mb
5481.archive|mss
5552.comment|back to production 
5591.energy|4 GeV
5605.energy|4 GeV
6219.archive|mss
6222.trigger|Standard Data
6275.date|932356800
6282.archive|mss
6298.comment|
6317.size|20.2 Mb
6441.comment|high thresh 90
6446.trigger|Standard Data
6549.archive|mss
6550.date|932715780
6572.trigger|Standard Data
6575.comment|laser pulser; adc gate at 150
6695.archive|mss
7186.archive|mss
7218.energy|5.65 GeV
7240.comment|
7247.trigger|Standard Data
7416.date|959139300
7422.size|613.6 Mb
7478.trigger|Standard Data
7494.archive|mss
7510.comment|
7517.trigger|Standard Data
7608.comment|not getting triggers--restart coda
7612.archive|mss
7646.size|417.1 Mb
7667.archive|mss
7689.archive|mss
7690.date|959501220
7701.comment|short because disk full
7706.trigger|Standard Data
7742.energy|5.65 GeV
7867.energy|5.65 GeV
7889.energy|5.65 GeV
7909.filename|r7909.evt
7980.energy|5.65 GeV
8149.energy|no beam
8170.trigger|Standard Data
8177.comment|
8200.archive|mss + hpss
8219.trigger|min bias (cosmics)
8225.size|0 b
8237.date|961240860
8282.date|961441200
8315.filename|r8315.evt
8360.filename|r8360.evt
8501.energy|5.65 GeV
8574.energy|5.65 GeV
8610.size|1066.4 Mb
8649.comment|
8664.date|964729380
8710.energy|5.65 GeV
7484.filename|r7484.evt
7548.energy|5.65 GeV
7562.date|959321940
7461.uconn.pvfs0.date|970636020
7528.uconn.pvfs0.date|970781640
7595.uconn.pvfs0.date|970656180
7630.uconn.pvfs0.date|970738920
7734.uconn.pvfs0.filename|r7734
7774.hpss.filename|r7774.evt
7784.uconn.pvfs0.date|971004720
7837.uconn.pvfs0.filename|r7837
7932.uconn.pvfs0.size|752557128
7947.uconn.pvfs0.size|753017004
8249.hpss.filename|r8249.evt
8313.hpss.size|1139802112
8365.hpss.date|971346660
8366.hpss.size|1140719616
8479.hpss.date|971909940
8515.hpss.filename|r8515.evt
8528.uconn.pvfs1.date|971423460
8681.hpss.filename|r8681.evt
7802.hpss.filename|r7802.itape
8310.hpss.date|972291360
8003.uconn.pvfs0.filename|r8003
7948.jlab.jcache.filename|r7948.evt
7981.jlab.jcache.date|971455260
8088.jlab.jcache.filename|r8088.evt
8116.jlab.jcache.filename|r8116.evt
8148.jlab.jcache.date|972139860
8181.jlab.jcache.filename|r8181.evt
8361.jlab.jcache.size|1143209984
8711.jlab.jcache.date|971382780
7958.uconn.pvfs0.filename|r7958
8076.uconn.pvfs0.filename|r8076
8087.uconn.pvfs0.size|823816192
8098.uconn.pvfs0.filename|r8098
8119.uconn.pvfs0.size|637804544
8169.uconn.pvfs0.date|972567360
8275.uconn.pvfs0.date|972567060
8041.jlab.jcache.date|972574080
8062.jlab.jcache.filename|r8062.evt
8341.uconn.pvfs1.size|140107776
8375.uconn.pvfs1.date|972584100
8461.uconn.pvfs1.date|972590100
8486.uconn.pvfs1.filename|r8486
